,relationship,from_country,to_country,contest_year,total_points,point_ratio,avg_point_ratio
23447,Lithuania-Armenia,Lithuania,Armenia,2009,0,0E-20,0.03819444444444444445
23448,Lithuania-Russia,Lithuania,Russia,2009,7,0.58333333333333333333,0.53935185185185185185
23449,Lithuania-Ukraine,Lithuania,Ukraine,2009,4,0.33333333333333333333,0.48529411764705882353
23450,Lithuania-Denmark,Lithuania,Denmark,2009,2,0.16666666666666666667,0.14444444444444444444
23451,Lithuania-Moldova,Lithuania,Moldova,2009,0,0E-20,0.15064102564102564102
23452,Lithuania-Portugal,Lithuania,Portugal,2009,0,0E-20,0.19696969696969696970
23453,Lithuania-Israel,Lithuania,Israel,2009,0,0E-20,0.10833333333333333333
23454,Lithuania-Albania,Lithuania,Albania,2009,0,0E-20,0E-20
23455,Lithuania-Croatia,Lithuania,Croatia,2009,0,0E-20,0.09722222222222222222
23456,Lithuania-Romania,Lithuania,Romania,2009,0,0E-20,0.03645833333333333333
23457,Lithuania-Germany,Lithuania,Germany,2009,0,0E-20,0.09420289855072463768
23458,Lithuania-Sweden,Lithuania,Sweden,2009,0,0E-20,0.35984848484848484849
23459,Lithuania-Malta,Lithuania,Malta,2009,1,0.08333333333333333333,0.15773809523809523809
23460,Lithuania-Lithuania,Lithuania,Lithuania,2009,0,0E-20,0E-20
23461,Lithuania-Spain,Lithuania,Spain,2009,0,0E-20,0.06340579710144927536
23462,Lithuania-Finland,Lithuania,Finland,2009,0,0E-20,0.17307692307692307692
23463,Malta-Norway,Malta,Norway,2009,8,0.66666666666666666667,0.19086021505376344086
23464,Malta-Iceland,Malta,Iceland,2009,12,1.00000000000000000000,0.18560606060606060606
23465,Malta-Azerbaijan,Malta,Azerbaijan,2009,1,0.08333333333333333333,0.42307692307692307692
23466,Malta-Turkey,Malta,Turkey,2009,5,0.41666666666666666667,0.25000000000000000000
23467,Malta-United Kingdom,Malta,United Kingdom,2009,10,0.83333333333333333333,0.35000000000000000000
23468,Malta-Estonia,Malta,Estonia,2009,0,0E-20,0.15509259259259259259
23469,Malta-Greece,Malta,Greece,2009,7,0.58333333333333333333,0.28240740740740740741
23470,Malta-France,Malta,France,2009,0,0E-20,0.07976190476190476190
23471,Malta-Bosnia & Herzegovina,Malta,Bosnia & Herzegovina,2009,0,0E-20,0.08333333333333333333
23472,Malta-Armenia,Malta,Armenia,2009,0,0E-20,0.07638888888888888889
23473,Malta-Russia,Malta,Russia,2009,0,0E-20,0.26893939393939393939
23474,Malta-Ukraine,Malta,Ukraine,2009,2,0.16666666666666666667,0.26620370370370370370
23475,Malta-Denmark,Malta,Denmark,2009,6,0.50000000000000000000,0.20634920634920634921
23476,Malta-Moldova,Malta,Moldova,2009,0,0E-20,0.01602564102564102564
23477,Malta-Portugal,Malta,Portugal,2009,0,0E-20,0.09848484848484848485
23478,Malta-Israel,Malta,Israel,2009,0,0E-20,0.24818840579710144928
23479,Malta-Albania,Malta,Albania,2009,0,0E-20,0.14772727272727272727
23480,Malta-Croatia,Malta,Croatia,2009,0,0E-20,0.29166666666666666667
23481,Malta-Romania,Malta,Romania,2009,0,0E-20,0.24561403508771929825
23482,Malta-Germany,Malta,Germany,2009,0,0E-20,0.09558823529411764706
23483,Malta-Sweden,Malta,Sweden,2009,4,0.33333333333333333333,0.36029411764705882353
23484,Malta-Malta,Malta,Malta,2009,0,0E-20,0E-20
23485,Malta-Lithuania,Malta,Lithuania,2009,0,0E-20,0.07031250000000000000
23486,Malta-Spain,Malta,Spain,2009,0,0E-20,0.16309523809523809524
23487,Malta-Finland,Malta,Finland,2009,3,0.25000000000000000000,0.12121212121212121212
23488,Moldova-Norway,Moldova,Norway,2009,8,0.66666666666666666667,0.19722222222222222222
23489,Moldova-Iceland,Moldova,Iceland,2009,3,0.25000000000000000000,0.05000000000000000000
23490,Moldova-Azerbaijan,Moldova,Azerbaijan,2009,10,0.83333333333333333333,0.50961538461538461538
23491,Moldova-Turkey,Moldova,Turkey,2009,0,0E-20,0.01190476190476190476
23492,Moldova-United Kingdom,Moldova,United Kingdom,2009,1,0.08333333333333333333,0.05324074074074074074
23493,Moldova-Estonia,Moldova,Estonia,2009,7,0.58333333333333333333,0.28703703703703703704
23494,Moldova-Greece,Moldova,Greece,2009,0,0E-20,0.18333333333333333333
23495,Moldova-France,Moldova,France,2009,0,0E-20,0.06250000000000000000
23496,Moldova-Bosnia & Herzegovina,Moldova,Bosnia & Herzegovina,2009,0,0E-20,0.05208333333333333333
23497,Moldova-Armenia,Moldova,Armenia,2009,0,0E-20,0.22222222222222222222
23498,Moldova-Russia,Moldova,Russia,2009,6,0.50000000000000000000,0.70833333333333333333
23499,Moldova-Ukraine,Moldova,Ukraine,2009,4,0.33333333333333333333,0.64843750000000000000
23500,Moldova-Denmark,Moldova,Denmark,2009,5,0.41666666666666666667,0.09027777777777777778
23501,Moldova-Moldova,Moldova,Moldova,2009,0,0E-20,0E-20
23502,Moldova-Portugal,Moldova,Portugal,2009,0,0E-20,0.13020833333333333333
23503,Moldova-Israel,Moldova,Israel,2009,0,0E-20,0.22569444444444444445
23504,Moldova-Albania,Moldova,Albania,2009,0,0E-20,0.00416666666666666667
23505,Moldova-Croatia,Moldova,Croatia,2009,2,0.16666666666666666667,0.02976190476190476191
23506,Moldova-Romania,Moldova,Romania,2009,12,1.00000000000000000000,0.91025641025641025641
23507,Moldova-Germany,Moldova,Germany,2009,0,0E-20,0.02777777777777777778
23508,Moldova-Sweden,Moldova,Sweden,2009,0,0E-20,0.31127450980392156863
23509,Moldova-Malta,Moldova,Malta,2009,0,0E-20,0.05092592592592592593
23510,Moldova-Lithuania,Moldova,Lithuania,2009,0,0E-20,0.07291666666666666667
23511,Moldova-Spain,Moldova,Spain,2009,0,0E-20,0.07407407407407407407
23512,Moldova-Finland,Moldova,Finland,2009,0,0E-20,0.09090909090909090909
23513,Montenegro-Norway,Montenegro,Norway,2009,10,0.83333333333333333333,0.15416666666666666667
23514,Montenegro-Iceland,Montenegro,Iceland,2009,5,0.41666666666666666667,0.07142857142857142857
23515,Montenegro-Azerbaijan,Montenegro,Azerbaijan,2009,6,0.50000000000000000000,0.32500000000000000000
23516,Montenegro-Turkey,Montenegro,Turkey,2009,3,0.25000000000000000000,0.08333333333333333333
23517,Montenegro-United Kingdom,Montenegro,United Kingdom,2009,0,0E-20,0.02430555555555555556
23518,Montenegro-Estonia,Montenegro,Estonia,2009,0,0E-20,0.05952380952380952381
23519,Montenegro-Greece,Montenegro,Greece,2009,2,0.16666666666666666667,0.18333333333333333333
23520,Montenegro-France,Montenegro,France,2009,1,0.08333333333333333333,0.04513888888888888889
23521,Montenegro-Bosnia & Herzegovina,Montenegro,Bosnia & Herzegovina,2009,12,1.00000000000000000000,0.72916666666666666667
23522,Montenegro-Armenia,Montenegro,Armenia,2009,0,0E-20,0.16666666666666666667
23523,Montenegro-Russia,Montenegro,Russia,2009,0,0E-20,0.47222222222222222222
23524,Montenegro-Ukraine,Montenegro,Ukraine,2009,0,0E-20,0.23750000000000000000
23525,Montenegro-Denmark,Montenegro,Denmark,2009,0,0E-20,0.15104166666666666667
23526,Montenegro-Moldova,Montenegro,Moldova,2009,0,0E-20,0.20238095238095238095
23527,Montenegro-Portugal,Montenegro,Portugal,2009,0,0E-20,0.14166666666666666667
23528,Montenegro-Israel,Montenegro,Israel,2009,4,0.33333333333333333333,0.14880952380952380952
23529,Montenegro-Albania,Montenegro,Albania,2009,7,0.58333333333333333333,0.71527777777777777778
23530,Montenegro-Croatia,Montenegro,Croatia,2009,8,0.66666666666666666667,0.44791666666666666667
23531,Montenegro-Romania,Montenegro,Romania,2009,0,0E-20,0.05555555555555555556
23532,Montenegro-Germany,Montenegro,Germany,2009,0,0E-20,0E-20
23533,Montenegro-Sweden,Montenegro,Sweden,2009,0,0E-20,0.16319444444444444444
23534,Montenegro-Malta,Montenegro,Malta,2009,0,0E-20,0.12500000000000000000
23535,Montenegro-Lithuania,Montenegro,Lithuania,2009,0,0E-20,0.03125000000000000000
23536,Montenegro-Spain,Montenegro,Spain,2009,0,0E-20,0.09722222222222222222
23537,Montenegro-Finland,Montenegro,Finland,2009,0,0E-20,0E-20
23538,Netherlands-Norway,Netherlands,Norway,2009,12,1.00000000000000000000,0.20909090909090909091
23539,Netherlands-Iceland,Netherlands,Iceland,2009,7,0.58333333333333333333,0.18833333333333333333
23540,Netherlands-Azerbaijan,Netherlands,Azerbaijan,2009,10,0.83333333333333333333,0.15064102564102564103
23541,Netherlands-Turkey,Netherlands,Turkey,2009,8,0.66666666666666666667,0.37931034482758620690
23542,Netherlands-United Kingdom,Netherlands,United Kingdom,2009,3,0.25000000000000000000,0.21653005464480874317
23543,Netherlands-Estonia,Netherlands,Estonia,2009,0,0E-20,0.22058823529411764706
23544,Netherlands-Greece,Netherlands,Greece,2009,1,0.08333333333333333333,0.24074074074074074074
23545,Netherlands-France,Netherlands,France,2009,6,0.50000000000000000000,0.23750000000000000000
23546,Netherlands-Bosnia & Herzegovina,Netherlands,Bosnia & Herzegovina,2009,4,0.33333333333333333333,0.23437500000000000000
23547,Netherlands-Armenia,Netherlands,Armenia,2009,5,0.41666666666666666667,0.42361111111111111111
23548,Netherlands-Russia,Netherlands,Russia,2009,0,0E-20,0.16250000000000000000
23549,Netherlands-Ukraine,Netherlands,Ukraine,2009,0,0E-20,0.16666666666666666667
23550,Netherlands-Denmark,Netherlands,Denmark,2009,0,0E-20,0.26666666666666666667
23551,Netherlands-Moldova,Netherlands,Moldova,2009,0,0E-20,0.05448717948717948718
23552,Netherlands-Portugal,Netherlands,Portugal,2009,0,0E-20,0.17757936507936507937
23553,Netherlands-Israel,Netherlands,Israel,2009,0,0E-20,0.32598039215686274510
23554,Netherlands-Albania,Netherlands,Albania,2009,0,0E-20,0.01136363636363636364
23555,Netherlands-Croatia,Netherlands,Croatia,2009,0,0E-20,0.06617647058823529412
23556,Netherlands-Romania,Netherlands,Romania,2009,0,0E-20,0.07407407407407407407
23557,Netherlands-Germany,Netherlands,Germany,2009,2,0.16666666666666666667,0.21174863387978142077
23558,Netherlands-Sweden,Netherlands,Sweden,2009,0,0E-20,0.25804093567251461988
23559,Netherlands-Malta,Netherlands,Malta,2009,0,0E-20,0.18478260869565217391
23560,Netherlands-Lithuania,Netherlands,Lithuania,2009,0,0E-20,0.09444444444444444444
23561,Netherlands-Spain,Netherlands,Spain,2009,0,0E-20,0.13218390804597701149
23562,Netherlands-Finland,Netherlands,Finland,2009,0,0E-20,0.13148148148148148148
23563,North Macedonia-Norway,North Macedonia,Norway,2009,8,0.66666666666666666667,0.10049019607843137255
23564,North Macedonia-Iceland,North Macedonia,Iceland,2009,2,0.16666666666666666667,0.03472222222222222222
23565,North Macedonia-Azerbaijan,North Macedonia,Azerbaijan,2009,3,0.25000000000000000000,0.14423076923076923077
23566,North Macedonia-Turkey,North Macedonia,Turkey,2009,12,1.00000000000000000000,0.59848484848484848485
23567,North Macedonia-United Kingdom,North Macedonia,United Kingdom,2009,6,0.50000000000000000000,0.12103174603174603175
23568,North Macedonia-Estonia,North Macedonia,Estonia,2009,0,0E-20,0.11742424242424242424
23569,North Macedonia-Greece,North Macedonia,Greece,2009,0,0E-20,0.15740740740740740741
23570,North Macedonia-France,North Macedonia,France,2009,0,0E-20,0.06150793650793650794
23571,North Macedonia-Bosnia & Herzegovina,North Macedonia,Bosnia & Herzegovina,2009,10,0.83333333333333333333,0.55000000000000000000
23572,North Macedonia-Armenia,North Macedonia,Armenia,2009,1,0.08333333333333333333,0.15530303030303030303
23573,North Macedonia-Russia,North Macedonia,Russia,2009,0,0E-20,0.27450980392156862745
23574,North Macedonia-Ukraine,North Macedonia,Ukraine,2009,0,0E-20,0.23958333333333333333
23575,North Macedonia-Denmark,North Macedonia,Denmark,2009,0,0E-20,0.10416666666666666667
23576,North Macedonia-Moldova,North Macedonia,Moldova,2009,0,0E-20,0.14583333333333333333
23577,North Macedonia-Portugal,North Macedonia,Portugal,2009,0,0E-20,0.13020833333333333333
23578,North Macedonia-Israel,North Macedonia,Israel,2009,0,0E-20,0.10714285714285714286
23579,North Macedonia-Albania,North Macedonia,Albania,2009,7,0.58333333333333333333,0.85833333333333333333
23580,North Macedonia-Croatia,North Macedonia,Croatia,2009,4,0.33333333333333333333,0.55416666666666666667
23581,North Macedonia-Romania,North Macedonia,Romania,2009,5,0.41666666666666666667,0.19117647058823529412
23582,North Macedonia-Germany,North Macedonia,Germany,2009,0,0E-20,0.03769841269841269841
23583,North Macedonia-Sweden,North Macedonia,Sweden,2009,0,0E-20,0.18750000000000000000
23584,North Macedonia-Malta,North Macedonia,Malta,2009,0,0E-20,0.21153846153846153846
23585,North Macedonia-Lithuania,North Macedonia,Lithuania,2009,0,0E-20,0.02430555555555555556
23586,North Macedonia-Spain,North Macedonia,Spain,2009,0,0E-20,0.06349206349206349206
23587,North Macedonia-Finland,North Macedonia,Finland,2009,0,0E-20,0.07371794871794871795
23588,Norway-Norway,Norway,Norway,2009,0,0E-20,0E-20
23589,Norway-Iceland,Norway,Iceland,2009,12,1.00000000000000000000,0.36728395061728395062
23590,Norway-Azerbaijan,Norway,Azerbaijan,2009,10,0.83333333333333333333,0.13782051282051282051
23591,Norway-Turkey,Norway,Turkey,2009,7,0.58333333333333333333,0.13020833333333333333
23592,Norway-United Kingdom,Norway,United Kingdom,2009,2,0.16666666666666666667,0.22882513661202185792
23593,Norway-Estonia,Norway,Estonia,2009,0,0E-20,0.20098039215686274510
23594,Norway-Greece,Norway,Greece,2009,0,0E-20,0.15598290598290598291
23595,Norway-France,Norway,France,2009,1,0.08333333333333333333,0.24081920903954802260
23596,Norway-Bosnia & Herzegovina,Norway,Bosnia & Herzegovina,2009,0,0E-20,0.25490196078431372549
23597,Norway-Armenia,Norway,Armenia,2009,0,0E-20,0.01388888888888888889
23598,Norway-Russia,Norway,Russia,2009,0,0E-20,0.20039682539682539683
23599,Norway-Ukraine,Norway,Ukraine,2009,5,0.41666666666666666667,0.14814814814814814815
23600,Norway-Denmark,Norway,Denmark,2009,8,0.66666666666666666667,0.43229166666666666667
23601,Norway-Moldova,Norway,Moldova,2009,3,0.25000000000000000000,0.08974358974358974359
23602,Norway-Portugal,Norway,Portugal,2009,0,0E-20,0.12592592592592592593
23603,Norway-Israel,Norway,Israel,2009,0,0E-20,0.26013513513513513514
23604,Norway-Albania,Norway,Albania,2009,0,0E-20,0.02272727272727272727
23605,Norway-Croatia,Norway,Croatia,2009,0,0E-20,0.12268518518518518519
23606,Norway-Romania,Norway,Romania,2009,0,0E-20,0.16666666666666666667
23607,Norway-Germany,Norway,Germany,2009,6,0.50000000000000000000,0.15416666666666666667
23608,Norway-Sweden,Norway,Sweden,2009,4,0.33333333333333333333,0.52370689655172413793
23609,Norway-Malta,Norway,Malta,2009,0,0E-20,0.23166666666666666667
23610,Norway-Lithuania,Norway,Lithuania,2009,0,0E-20,0.25833333333333333333
23611,Norway-Spain,Norway,Spain,2009,0,0E-20,0.11805555555555555556
23612,Norway-Finland,Norway,Finland,2009,0,0E-20,0.23049645390070921986
23613,Poland-Norway,Poland,Norway,2009,12,1.00000000000000000000,0.29356060606060606061
23614,Poland-Iceland,Poland,Iceland,2009,1,0.08333333333333333333,0.15364583333333333333
23615,Poland-Azerbaijan,Poland,Azerbaijan,2009,6,0.50000000000000000000,0.23863636363636363636
23616,Poland-Turkey,Poland,Turkey,2009,0,0E-20,0.05952380952380952381
23617,Poland-United Kingdom,Poland,United Kingdom,2009,4,0.33333333333333333333,0.14000000000000000000
23618,Poland-Estonia,Poland,Estonia,2009,8,0.66666666666666666667,0.32738095238095238095
23619,Poland-Greece,Poland,Greece,2009,0,0E-20,0.11904761904761904762
23620,Poland-France,Poland,France,2009,0,0E-20,0.15500000000000000000
23621,Poland-Bosnia & Herzegovina,Poland,Bosnia & Herzegovina,2009,0,0E-20,0.05000000000000000000
23622,Poland-Armenia,Poland,Armenia,2009,2,0.16666666666666666667,0.28409090909090909091
23623,Poland-Russia,Poland,Russia,2009,3,0.25000000000000000000,0.22685185185185185185
23624,Poland-Ukraine,Poland,Ukraine,2009,10,0.83333333333333333333,0.65104166666666666667
23625,Poland-Denmark,Poland,Denmark,2009,7,0.58333333333333333333,0.29464285714285714286
23626,Poland-Moldova,Poland,Moldova,2009,5,0.41666666666666666667,0.15530303030303030303
23627,Poland-Portugal,Poland,Portugal,2009,0,0E-20,0.10416666666666666667
23628,Poland-Israel,Poland,Israel,2009,0,0E-20,0.24019607843137254902
23629,Poland-Albania,Poland,Albania,2009,0,0E-20,0.04583333333333333333
23630,Poland-Croatia,Poland,Croatia,2009,0,0E-20,0.12239583333333333333
23631,Poland-Romania,Poland,Romania,2009,0,0E-20,0.15277777777777777778
23632,Poland-Germany,Poland,Germany,2009,0,0E-20,0.20312500000000000000
23633,Poland-Sweden,Poland,Sweden,2009,0,0E-20,0.32291666666666666667
23634,Poland-Malta,Poland,Malta,2009,0,0E-20,0.12500000000000000000
23635,Poland-Lithuania,Poland,Lithuania,2009,0,0E-20,0.16987179487179487180
23636,Poland-Spain,Poland,Spain,2009,0,0E-20,0.07333333333333333333
23637,Poland-Finland,Poland,Finland,2009,0,0E-20,0.19871794871794871795
23638,Portugal-Norway,Portugal,Norway,2009,5,0.41666666666666666667,0.15785256410256410256
23639,Portugal-Iceland,Portugal,Iceland,2009,8,0.66666666666666666667,0.22666666666666666667
23640,Portugal-Azerbaijan,Portugal,Azerbaijan,2009,0,0E-20,0.13636363636363636364
23641,Portugal-Turkey,Portugal,Turkey,2009,3,0.25000000000000000000,0.04301075268817204301
23642,Portugal-United Kingdom,Portugal,United Kingdom,2009,10,0.83333333333333333333,0.28395061728395061728
23643,Portugal-Estonia,Portugal,Estonia,2009,0,0E-20,0.16388888888888888889
23644,Portugal-Greece,Portugal,Greece,2009,0,0E-20,0.16008771929824561403
23645,Portugal-France,Portugal,France,2009,0,0E-20,0.23317307692307692308
23646,Portugal-Bosnia & Herzegovina,Portugal,Bosnia & Herzegovina,2009,0,0E-20,0.00980392156862745098
23647,Portugal-Armenia,Portugal,Armenia,2009,4,0.33333333333333333333,0.07083333333333333333
23648,Portugal-Russia,Portugal,Russia,2009,0,0E-20,0.25694444444444444444
23649,Portugal-Ukraine,Portugal,Ukraine,2009,6,0.50000000000000000000,0.48177083333333333333
23650,Portugal-Denmark,Portugal,Denmark,2009,0,0E-20,0.15318627450980392157
23651,Portugal-Moldova,Portugal,Moldova,2009,12,1.00000000000000000000,0.52777777777777777778
23652,Portugal-Portugal,Portugal,Portugal,2009,0,0E-20,0E-20
23653,Portugal-Israel,Portugal,Israel,2009,0,0E-20,0.31071428571428571429
23654,Portugal-Albania,Portugal,Albania,2009,0,0E-20,0.03787878787878787879
23655,Portugal-Croatia,Portugal,Croatia,2009,0,0E-20,0.16406250000000000000
23656,Portugal-Romania,Portugal,Romania,2009,2,0.16666666666666666667,0.32031250000000000000
23657,Portugal-Germany,Portugal,Germany,2009,1,0.08333333333333333333,0.28459119496855345912
23658,Portugal-Sweden,Portugal,Sweden,2009,0,0E-20,0.23447712418300653595
23659,Portugal-Malta,Portugal,Malta,2009,0,0E-20,0.14772727272727272727
23660,Portugal-Lithuania,Portugal,Lithuania,2009,0,0E-20,0.06410256410256410256
23661,Portugal-Spain,Portugal,Spain,2009,7,0.58333333333333333333,0.34413580246913580247
23662,Portugal-Finland,Portugal,Finland,2009,0,0E-20,0.08035714285714285714
23663,Romania-Norway,Romania,Norway,2009,5,0.41666666666666666667,0.15625000000000000000
23664,Romania-Iceland,Romania,Iceland,2009,10,0.83333333333333333333,0.07440476190476190476
23665,Romania-Azerbaijan,Romania,Azerbaijan,2009,4,0.33333333333333333333,0.27083333333333333333
23666,Romania-Turkey,Romania,Turkey,2009,6,0.50000000000000000000,0.48611111111111111111
23667,Romania-United Kingdom,Romania,United Kingdom,2009,0,0E-20,0.09239130434782608696
23668,Romania-Estonia,Romania,Estonia,2009,1,0.08333333333333333333,0.10119047619047619048
23669,Romania-Greece,Romania,Greece,2009,8,0.66666666666666666667,0.44791666666666666667
23670,Romania-France,Romania,France,2009,0,0E-20,0.07427536231884057971
23671,Romania-Bosnia & Herzegovina,Romania,Bosnia & Herzegovina,2009,0,0E-20,0.04861111111111111111
23672,Romania-Armenia,Romania,Armenia,2009,7,0.58333333333333333333,0.18939393939393939394
23673,Romania-Russia,Romania,Russia,2009,0,0E-20,0.34027777777777777778
23674,Romania-Ukraine,Romania,Ukraine,2009,0,0E-20,0.22549019607843137255
23675,Romania-Denmark,Romania,Denmark,2009,2,0.16666666666666666667,0.19345238095238095238
23676,Romania-Moldova,Romania,Moldova,2009,12,1.00000000000000000000,0.88461538461538461538
23677,Romania-Portugal,Romania,Portugal,2009,0,0E-20,0.11363636363636363636
23678,Romania-Israel,Romania,Israel,2009,0,0E-20,0.21111111111111111111
23679,Romania-Albania,Romania,Albania,2009,0,0E-20,0.04924242424242424242
23680,Romania-Croatia,Romania,Croatia,2009,0,0E-20,0.11805555555555555556
23681,Romania-Romania,Romania,Romania,2009,0,0E-20,0E-20
23682,Romania-Germany,Romania,Germany,2009,0,0E-20,0.12137681159420289855
23683,Romania-Sweden,Romania,Sweden,2009,0,0E-20,0.29924242424242424242
23684,Romania-Malta,Romania,Malta,2009,3,0.25000000000000000000,0.20238095238095238095
23685,Romania-Lithuania,Romania,Lithuania,2009,0,0E-20,0.03525641025641025641
23686,Romania-Spain,Romania,Spain,2009,0,0E-20,0.17210144927536231884
23687,Romania-Finland,Romania,Finland,2009,0,0E-20,0.11111111111111111111
23688,Russia-Norway,Russia,Norway,2009,12,1.00000000000000000000,0.27412280701754385965
23689,Russia-Iceland,Russia,Iceland,2009,3,0.25000000000000000000,0.07812500000000000000
23690,Russia-Azerbaijan,Russia,Azerbaijan,2009,7,0.58333333333333333333,0.74242424242424242424
23691,Russia-Turkey,Russia,Turkey,2009,0,0E-20,0.09523809523809523810
23692,Russia-United Kingdom,Russia,United Kingdom,2009,6,0.50000000000000000000,0.12681159420289855072
23693,Russia-Estonia,Russia,Estonia,2009,8,0.66666666666666666667,0.23397435897435897436
23694,Russia-Greece,Russia,Greece,2009,4,0.33333333333333333333,0.28125000000000000000
23695,Russia-France,Russia,France,2009,10,0.83333333333333333333,0.20652173913043478261
23696,Russia-Bosnia & Herzegovina,Russia,Bosnia & Herzegovina,2009,0,0E-20,0.03333333333333333333
23697,Russia-Armenia,Russia,Armenia,2009,5,0.41666666666666666667,0.73148148148148148148
23698,Russia-Russia,Russia,Russia,2009,0,0E-20,0E-20
23699,Russia-Ukraine,Russia,Ukraine,2009,2,0.16666666666666666667,0.53055555555555555556
23700,Russia-Denmark,Russia,Denmark,2009,0,0E-20,0.15885416666666666667
23701,Russia-Moldova,Russia,Moldova,2009,1,0.08333333333333333333,0.49583333333333333333
23702,Russia-Portugal,Russia,Portugal,2009,0,0E-20,0.03333333333333333333
23703,Russia-Israel,Russia,Israel,2009,0,0E-20,0.21388888888888888889
23704,Russia-Albania,Russia,Albania,2009,0,0E-20,0.01250000000000000000
23705,Russia-Croatia,Russia,Croatia,2009,0,0E-20,0.10897435897435897436
23706,Russia-Romania,Russia,Romania,2009,0,0E-20,0.20312500000000000000
23707,Russia-Germany,Russia,Germany,2009,0,0E-20,0.13043478260869565217
23708,Russia-Sweden,Russia,Sweden,2009,0,0E-20,0.16098484848484848485
23709,Russia-Malta,Russia,Malta,2009,0,0E-20,0.20098039215686274510
23710,Russia-Lithuania,Russia,Lithuania,2009,0,0E-20,0.18269230769230769231
23711,Russia-Spain,Russia,Spain,2009,0,0E-20,0.07789855072463768116
23712,Russia-Finland,Russia,Finland,2009,0,0E-20,0.08333333333333333333
23713,Serbia-Norway,Serbia,Norway,2009,10,0.83333333333333333333,0.23611111111111111111
23714,Serbia-Iceland,Serbia,Iceland,2009,0,0E-20,0.07870370370370370370
23715,Serbia-Azerbaijan,Serbia,Azerbaijan,2009,4,0.33333333333333333333,0.14930555555555555556
23716,Serbia-Turkey,Serbia,Turkey,2009,0,0E-20,0.05000000000000000000
23717,Serbia-United Kingdom,Serbia,United Kingdom,2009,8,0.66666666666666666667,0.05277777777777777778
23718,Serbia-Estonia,Serbia,Estonia,2009,0,0E-20,0.13425925925925925926
23719,Serbia-Greece,Serbia,Greece,2009,6,0.50000000000000000000,0.26388888888888888889
23720,Serbia-France,Serbia,France,2009,3,0.25000000000000000000,0.12777777777777777778
23721,Serbia-Bosnia & Herzegovina,Serbia,Bosnia & Herzegovina,2009,12,1.00000000000000000000,0.84722222222222222222
23722,Serbia-Armenia,Serbia,Armenia,2009,0,0E-20,0.09166666666666666667
23723,Serbia-Russia,Serbia,Russia,2009,0,0E-20,0.45075757575757575757
23724,Serbia-Ukraine,Serbia,Ukraine,2009,0,0E-20,0.31410256410256410256
23725,Serbia-Denmark,Serbia,Denmark,2009,1,0.08333333333333333333,0.14814814814814814815
23726,Serbia-Moldova,Serbia,Moldova,2009,0,0E-20,0.17424242424242424242
23727,Serbia-Portugal,Serbia,Portugal,2009,0,0E-20,0.19791666666666666667
23728,Serbia-Israel,Serbia,Israel,2009,0,0E-20,0.25833333333333333333
23729,Serbia-Albania,Serbia,Albania,2009,0,0E-20,0.01388888888888888889
23730,Serbia-Croatia,Serbia,Croatia,2009,5,0.41666666666666666667,0.35833333333333333333
23731,Serbia-Romania,Serbia,Romania,2009,2,0.16666666666666666667,0.10416666666666666667
23732,Serbia-Germany,Serbia,Germany,2009,0,0E-20,0.07222222222222222222
23733,Serbia-Sweden,Serbia,Sweden,2009,0,0E-20,0.26488095238095238095
23734,Serbia-Malta,Serbia,Malta,2009,7,0.58333333333333333333,0.25000000000000000000
23735,Serbia-Lithuania,Serbia,Lithuania,2009,0,0E-20,0.10227272727272727273
23736,Serbia-Spain,Serbia,Spain,2009,0,0E-20,0.05277777777777777778
23737,Serbia-Finland,Serbia,Finland,2009,0,0E-20,0.19444444444444444444
23738,Slovakia-Norway,Slovakia,Norway,2009,10,0.83333333333333333333,0.18055555555555555556
23739,Slovakia-Iceland,Slovakia,Iceland,2009,6,0.50000000000000000000,0.16666666666666666667
23740,Slovakia-Azerbaijan,Slovakia,Azerbaijan,2009,4,0.33333333333333333333,0.35416666666666666667
23741,Slovakia-Turkey,Slovakia,Turkey,2009,0,0E-20,0E-20
23742,Slovakia-United Kingdom,Slovakia,United Kingdom,2009,7,0.58333333333333333333,0.20238095238095238095
23743,Slovakia-Estonia,Slovakia,Estonia,2009,12,1.00000000000000000000,0.41666666666666666667
23744,Slovakia-Greece,Slovakia,Greece,2009,0,0E-20,0.21428571428571428572
23745,Slovakia-France,Slovakia,France,2009,0,0E-20,0E-20
23746,Slovakia-Bosnia & Herzegovina,Slovakia,Bosnia & Herzegovina,2009,8,0.66666666666666666667,0.25000000000000000000
23747,Slovakia-Armenia,Slovakia,Armenia,2009,3,0.25000000000000000000,0.29166666666666666667
23748,Slovakia-Russia,Slovakia,Russia,2009,0,0E-20,0.15000000000000000000
23749,Slovakia-Ukraine,Slovakia,Ukraine,2009,1,0.08333333333333333333,0.27083333333333333333
23750,Slovakia-Denmark,Slovakia,Denmark,2009,0,0E-20,0.27083333333333333333
23751,Slovakia-Moldova,Slovakia,Moldova,2009,0,0E-20,0.10416666666666666667
23752,Slovakia-Portugal,Slovakia,Portugal,2009,2,0.16666666666666666667,0.06666666666666666667
23753,Slovakia-Israel,Slovakia,Israel,2009,5,0.41666666666666666667,0.36111111111111111111
23754,Slovakia-Albania,Slovakia,Albania,2009,0,0E-20,0E-20
23755,Slovakia-Croatia,Slovakia,Croatia,2009,0,0E-20,0.56250000000000000000
23756,Slovakia-Romania,Slovakia,Romania,2009,0,0E-20,0.01388888888888888889
